date,tweet,likes_count,sentiment
2022-02-23,"@Kristennetten While it is tempting to focus on one of those arenas as the “hard one”, in fact they are all difficult &amp; important. Tight C &amp; custom compiler too.  An inference computer optimized for energy efficiency, reliability &amp; long life is also critical. Can’t just jam GPUs in the trunk.",3343,negative
2022-02-23,@tesletter @Kristennetten Definitely,2324,positive
2022-02-23,"@Kristennetten A general solution to self-driving (essentially, real-world AI) requires writing extremely difficult software in the arenas of training, inference, control, analytical tools, data management, hardware optimization &amp; simulation.  One of the hardest technology problems that exists.",7605,negative
2022-02-23,@gdb Compilers can be way better too. Not enough effort spent there.,2886,negative
2022-02-23,@gdb 💯,4162,positive
2022-02-23, https://t.co/OrLV2c3qy2,205929,positive
2022-02-23,@TalbottRicky Sorry!,1250,negative
2022-02-23,@cybrtrkguy @DMC_Ryan @CyberpunkGame 💯,2442,positive
2022-02-23,@DMC_Ryan @CyberpunkGame We’re working through the general case of making Steam games work on a Tesla vs specific titles. Former is obviously where we should be long-term.,2964,negative
2022-02-23,@nicemedia_fr Yes. This is an advantage of iron cathode lithium batteries.,13242,positive
2022-02-23,@CyberpunkGame Night City has beautiful art,9507,positive
2022-02-23,@CyberpunkGame Great game,18689,positive
2022-02-22,@stats_feed But 69% of statistics are false,39609,positive
2022-02-22,@FreeSpeechAmer @davidfrum 🤣,3250,positive
2022-02-22,@ashleevance Norway is awesome! 🇳🇴,12446,positive
2022-02-22,"@teslaownersSV Small changes usually affect production for less than an hour, as they’re applied to a few stations during breaks.  Big changes may impact output for a day or two. Reversing out big changes or unexpected parts shortages are what impact several days.",3207,positive
2022-02-22,@teslaownersSV Sometimes 20 small changes in a single week,6096,negative
2022-02-22,"@FoxNews Switching to renewables with batteries would avoid blackouts. Batteries are essential, due to the intermittent nature of renewables.",9296,negative
2022-02-22,@aparanjape @pmarca We must fight for it to be better,2170,positive
2022-02-22,@Teslarati @ResidentSponge This is just peeling back the first layer of the corruption onion. Stay tuned …,18771,positive
2022-02-22,@pmarca Why many come to America,1974,negative
2022-02-22,@Rainmaker1973 Beautiful,6701,positive
2022-02-22,@GailAlfarATX @SpaceX @SirineAti @austinbarnard45 @OwenSparks_ @TacosandTeslas @EvaFoxU @DimaZeniuk @Grandpajoe42 @AstroJordy Yes,3134,positive
2022-02-22,@WholeMarsBlog V11 is 💥,5498,negative
2022-02-22,@EricMagvas @westcoastbill Tuesday,2210,positive
2022-02-22,@westcoastbill Yeah,1693,positive
2022-02-22,tau &gt; pi,46515,positive
2022-02-22,ℏ,125847,positive
2022-02-22,@Teslarati @Writer_01001101 !!,3286,positive
2022-02-22,@JohnnaCrider1 !,2655,positive
2022-02-22,@Rainmaker1973 In Earth years,12646,positive
2022-02-22,@PPathole @SpaceX @mayemusk It is taking longer than expected to make the upper stage not expendable (sigh),7735,negative
2022-02-22,"@BBCScienceNews Instead of “research suggests”, I suggest “warlocks say”",1990,positive
2022-02-22,@simongerman600 @waitbutwhy … a river,4496,positive
2022-02-22,@BBCScienceNews 😮,3476,positive
2022-02-22,@astro_greek 🤣,5945,positive
2022-02-22,@TeslaGong 🤣,1545,positive
2022-02-22,M Night should do a horror movie about this – it would resonate,48397,positive
2022-02-22,Entertainment is becoming a username/password/2FA nightmare  https://t.co/fKht3NKsho,215375,negative
2022-02-21,"@BRO_SPI_Airport @SpacePadreIsle @SpaceX Sounds good, we will send one over",4443,positive
2022-02-21,@martiandoge @SteveofRivia @almeneses1 @SawyerMerritt That would be great,2032,positive
2022-02-21,@BillyM2k @SteveofRivia @almeneses1 @SawyerMerritt 🤣,4312,positive
2022-02-21,"@SpacePadreIsle @SpaceX Maybe near BRO airport, since that serves both communities?",4168,positive
2022-02-21,"@SpacePadreIsle @SpaceX If South Padre and/or Brownsville would like a Starship prototype, we can send one over",9423,positive
2022-02-21,"@SteveofRivia @almeneses1 @SawyerMerritt I’m pretty sure I’ve paid the most taxes of any individual ever to California, but it isn’t obvious what is done with the money",5512,negative
2022-02-21,"@cgpgrey @waitbutwhy Rather than correcting itself, the lower birth rate trend appears to be accelerating",2256,positive
2022-02-21,"@d4t4wr4ngl3r @Tesla Tesla owners in the greater Giga Texas area will get priority, so yes",8603,positive
2022-02-21,@cgpgrey @waitbutwhy Single biggest threat to future of civilization imo,2920,positive
2022-02-21,@_bennettm_ Ok,8368,positive
2022-02-21,@BillyM2k 🤣,18898,positive
2022-02-21,@Charlotte326 @waitbutwhy They will be fine,6990,positive
2022-02-21,"@JohnnaCrider1 @Ravoyd @SawyerMerritt @SenWarren The only reason I didn’t pay federal tax in 2018 is because I *overpaid* in 2017! Since they stole my tax records, they actually know that.",5906,negative
2022-02-21,@waitbutwhy 💯,20154,positive
2022-02-21,@TPostMillennial Hypocritical megadouche!,23507,positive
2022-02-21,"@SawyerMerritt Will visit IRS next time I’m in DC just to say hi, since I paid the most taxes ever in history for an individual last year. Maybe I can have a cookie or something …",98071,negative
2022-02-20,@ID_AA_Carmack True,2455,positive
2022-02-20,@Erdayastronaut @Twitter @jack @TwitterComms Seriously. How long must this go on?,13512,negative
2022-02-20,"@TeslaOwnersEBay @WholeMarsBlog @teslaownersSV @MadonnaInn @telsa @SjvTesla @TeslaClubSoCal @TeslaClubLA @TeslaOwnersNBay @MyTeslaAdventur @teslaownersriv1 @OCTeslaClub @Tesla Depends mostly on FAA certification, but hopefully within 6 months.   We’re testing on Gulfstreams to debug issues, but deployment priority is commercial airliners.",2693,positive
2022-02-20,@teslaownersSV @MadonnaInn @telsa @SjvTesla @TeslaClubSoCal @TeslaClubLA @TeslaOwnersNBay @MyTeslaAdventur @teslaownersriv1 @OCTeslaClub @Tesla Cybertruck,3460,positive
2022-02-20,"@WholeMarsBlog @teslaownersSV @MadonnaInn @telsa @SjvTesla @TeslaClubSoCal @TeslaClubLA @TeslaOwnersNBay @MyTeslaAdventur @teslaownersriv1 @OCTeslaClub @Tesla Yes, in the air",2359,positive
2022-02-20,@teslaownersSV @MadonnaInn @telsa @SjvTesla @TeslaClubSoCal @TeslaClubLA @TeslaOwnersNBay @MyTeslaAdventur @teslaownersriv1 @OCTeslaClub @Tesla Probably,4310,positive
2022-02-20,I think it will reach #2,89468,negative
2022-02-20,I’m dropping a new album,109398,positive
2022-02-20, https://t.co/f6MMoldb8r,364010,positive
2022-02-19,@PPathole @SpaceX We have a very talented team,24970,positive
2022-02-19,@westcoastbill #teamhumanity,3591,positive
2022-02-19,"@DominiqueTaegon I wish I could help. At this point, it seems that voting at the next election is the remedy.",25145,negative
2022-02-19,"@GailAlfarATX @WholeMarsBlog Actually, April 7th",4755,positive
2022-02-19,"@ID_AA_Carmack SpaceX’s goal is to make life multiplanetary, whereas their goal is to put a handful of satellites in orbit",5800,negative
2022-02-19,@ID_AA_Carmack Are they even trying?,6075,negative
2022-02-19,@BLKMDL3 @GailAlfarATX @WholeMarsBlog Yes,3445,positive
2022-02-19,@NoahWebb_ @GailAlfarATX @WholeMarsBlog Yes,2315,positive
2022-02-19,@GailAlfarATX @WholeMarsBlog April 1st,4192,negative
2022-02-19,"@RyanZohoury @TeslaCharging @Tesla And, of course, you can pay in Ðoge",14201,positive
2022-02-19,@RyanZohoury @TeslaCharging @Tesla And futuristic diner / drive-in theater planned for Hollywood area!,11300,positive
2022-02-19,@WholeMarsBlog Indeed,6175,positive
2022-02-19,"@BillyM2k Lucky bastards, we are!",20623,negative
2022-02-19,@lexfridman We are a mobile cell colony,9355,positive
2022-02-19,So amazing that we decompress from a single cell to over 30 trillion cells,192002,positive
2022-02-18,@nichegamer 🤣,2124,positive
2022-02-18,@engineers_feed …,19178,positive
2022-02-18,@BillyM2k Absolutely,7628,positive
2022-02-18,@teslaownersSV Pretty much 🤣🤣,53860,positive
2022-02-18,@jimcramer Plaid Model S &amp; X are sublime,6032,positive
2022-02-18,@jimcramer Product &gt; Marketing,12019,positive
2022-02-18,@OttawaBylaw 💔,28798,negative
2022-02-18,"An evolutionary asymmetry helpful to survival, but counterproductive when survival is not at stake",84523,negative
2022-02-17,Reasons to hate are remembered better than reasons to love,254949,positive
2022-02-17,"@truth_tesla @CoinDesk @Aoyon_A @realDannyNelson For an in-depth explanation, read  https://t.co/eEojD2dQ2k",3434,positive
2022-02-17,@PPathole @Tesla @SpaceX High pain threshold,16672,negative
2022-02-17,@JoeBiden Model 3 is literally the most made in America car in – well of course – America,30830,positive
2022-02-17,"@westcoastbill I was at a lunch with Munger in 2009 where he told the whole table all the ways Tesla would fail.   Made me quite sad, but I told him I agreed with all those reasons &amp; that we would probably die, but it was worth trying anyway.",124666,negative
2022-02-17,@RenataKonkoly @SawyerMerritt Some carmakers are trying hard,4867,negative
2022-02-17,@JoeBiden [ahem]  https://t.co/I1NfOhvlZ2,38016,positive
2022-02-17,@24_7TeslaNews @SawyerMerritt Ok,2551,positive
2022-02-17,@SawyerMerritt No way 🙄,10234,positive
2022-02-16,@WholeMarsBlog @CNBC 🤔,5077,positive
2022-02-16,@BillyM2k @TwitterSupport Agreed. This has been broken for a long time.,19419,positive
2022-02-15,This will be real in our lifetime,61526,negative
2022-02-15,Starship to Mars simulation  https://t.co/fkpYvv5pMR,72479,positive
2022-02-15,@Liv_Boeree @w_terrence Election time will be interesting,13475,positive
2022-02-15,@SirineAti @swenterprizes Announcements coming soon,4082,negative
2022-02-15,"@TeslaGong Yes, but more ground stations &amp; improved packet routing will make a bigger difference",6205,positive
2022-02-15,@swenterprizes System is working well in Australia &amp; New Zealand,1844,positive
2022-02-15,Over 250k Starlink user terminals,134326,positive
2022-02-14,Destacking Starship  https://t.co/dUWz3uwwmb,78782,positive
2022-02-14,"@TeslaPodcast Wow, that’s a lot of podcasts! Ok, I will do one. Maybe we could combine with Dave Lee and a few others.",47199,positive
2022-02-14,@SawyerMerritt 🤣,17890,positive
2022-02-14,@JohnnaCrider1 @ilyasut 😉,5563,positive
2022-02-14,@lexfridman @waitbutwhy Tim is great,7192,positive
2022-02-14,@slashdot Great,6504,positive
2022-02-14,@ilyasut So many layers with Tesla FSD AI!,3970,positive
2022-02-13,@GailAlfarATX @Tesla ♥️,10398,positive
2022-02-13,@ESGhound The pledge is good no matter what,4240,positive
2022-02-13,@PPathole @SpaceX Moving to 33 engines on next booster,10959,positive
2022-02-13,@McDonalds 💦,42837,negative
2022-02-13,@teslaownersSV Ancient times,10928,positive
2022-02-13,@Filasophical @TeslaHistorian The fun police made us do it (sigh),5087,positive
2022-02-13,@TeslaHistorian Now Tesla is worth a trilly willy!,15050,positive
2022-02-13,"@JeffTutorials Yup, we need to do that",11445,positive
2022-02-13,@BillyM2k High standard!,46059,positive
2022-02-12,@Tesmanian_com That was a tough one. New Model Y structural pack is next-level though.,9336,negative
2022-02-12,"@ArceneauxHayley @rookisaacman Happy birthday, Jared!",8411,positive
2022-02-12,"The duty of a leader is to serve their people, not for the people to serve them",612172,negative
2022-02-11,@WholeMarsBlog Car should also reverse slightly if it peeks into an intersection &amp; sees fast-moving cross-traffic (just like a person would),7278,positive
2022-02-11,@28delayslater Exactly,9862,positive
2022-02-11,@heydave7 True,14740,positive
2022-02-11,@SpaceX Probably 250 t-F by end of year,26124,negative
2022-02-11,"@NASASpaceflight Later this year, remaining fussy bits will be gone, allowing deletion of shroud",7074,negative
2022-02-11,"@TheBabylonBee True national debt, including unfunded entitlements, is at least $60 trillion – roughly three times the size of the entire US economy. Something has got to give.",33701,positive
2022-02-11,@wintonARK Looming disaster for sure,3973,positive
2022-02-11,@waitbutwhy Good question!,20069,positive
2022-02-10,@cnunezimages @SpaceX @SpaceIntellige3 Human for scale,8071,positive
2022-02-10, https://t.co/7IJbqbYzkA,291823,positive
2022-02-10, https://t.co/EmLdMdPizM,80946,positive
2022-02-10, https://t.co/BDP2yRxYpI,252463,positive
2022-02-10, https://t.co/j1j32Iu1oA,40316,positive
2022-02-10,Tower arms are lifting Starship onto Super Heavy Booster  https://t.co/kJacH9sRBI,68626,positive
2022-02-10,@slashdot This would generate a lot of goodwill,2865,positive
2022-02-10,@TechCrunch 🧲 ⛈ 🪦,16883,positive
2022-02-10,@archillect 🖤,8186,positive
2022-02-10,Much appreciated!,35261,positive
2022-02-10,@SawyerMerritt @WholeMarsBlog Model X is an extremely difficult car to build. Most complex passenger car ever. Limiting factor is interior trim.,4579,positive
2022-02-10,@TheBabylonBee 🤣,9771,positive
2022-02-10,@SawyerMerritt @WholeMarsBlog We dropped the ball badly regarding new Model X production ramp &amp; still haven’t fully recovered. Was idiotic to stop production of old X in Dec 2020 when there was still plenty of demand!,4959,positive
2022-02-09,@BillyM2k @MrBeast Pretty much,8808,positive
2022-02-09,@TheBabylonBee 🤣,15798,positive
2022-02-09,"@GailAlfarATX @POTUS Thanks, this made a difference!",13831,positive
2022-02-09,@SawyerMerritt 😎,59380,positive
2022-02-09,@POTUS Tesla  https://t.co/3yhDxY2pjA,22754,positive
2022-02-08,@teslaownersSV @boringcompany @mayemusk @kimbal Yup!,7384,positive
2022-02-08,"Most news outlets attempt to answer the question: “What are the worst things happening on Earth today?”  It’s a big planet! Obviously, some bad things are happening somewhere at any given time, but focusing relentlessly on those does not give an accurate picture of reality.",154194,negative
2022-02-08,@GailAlfarATX So hard to find out what’s going on in the world without being bombarded with news that makes one sad &amp; angry!,15261,negative
2022-02-08,"@GuiStroz @JohnnaCrider1 True, careless negativity (destruction) is much harder than thoughtful positivity (creation)",7864,negative
2022-02-08,@stevenmarkryan Sadly true,7172,negative
2022-02-08,"@JohnnaCrider1 That’s true to some degree, but citizen podcasts that aren’t negative like Rogan, Fridman, Dodd, TED interviews, etc are very popular.   Maybe part of why traditional media outlets are so negative is because old habits die hard? They so rarely even try to be positive.",27924,negative
2022-02-08,@greg16676935420 🤣👍,16987,positive
2022-02-08,@slashdot Not needed,3744,negative
2022-02-08,Why is the “traditional” media such a relentless hatestream? Real question.,351580,negative
2022-02-08,@TheBabylonBee Fate ♥️ Irony,12018,negative
2022-02-07,@wintonARK It was so crazy! The insane tweet FUD campaign &amp; press hatestream of 2017-2019 is still easily found.,5480,negative
2022-02-07,🎶Always look on the bright side of life🎶,259460,positive
2022-02-07,🤣,58402,positive
2022-02-07,@BLKMDL3 @DragTimes Nice!,5131,positive
2022-02-07,@BillyM2k 💯,15680,positive
2022-02-07,@NathalieRach @Not_the_Bee @TheBabylonBee True,1902,positive
2022-02-07,@Not_the_Bee @TheBabylonBee What a hypocrite,5020,positive
2022-02-07,@UniverCurious High time we had tunnels!,7326,negative
2022-02-07,@boringcompany @ResortsWorldLV @LVCVA The Boring Company just connected Resorts World hotel to Vegas Convention Center!,17635,positive
2022-02-07,"@Teslarati @13ericralph31 @StarshipGazer As backdrops go, this is a good one",7923,positive
2022-02-07,"@nypost I’m pro vaccination, but anti vaccination mandate",68020,negative
2022-02-06,@slashdot Agreed,10053,positive
2022-02-06,@TeslaNY @live_munro Munro understands,9624,negative
2022-02-06,[Satire],57165,negative
2022-02-06,🚬 Thank You for Smoking 🚬,161470,positive
2022-02-06,Tesla Model S &amp; X Plaid are so fun!,39393,positive
2022-02-06,Extended tracking shot of Falcon 9  https://t.co/LlUIgOqCxC,29795,positive
2022-02-06,@EvaFoxU 🤣,9088,positive
2022-02-06, https://t.co/fm7mJLuf97,365719,positive
2022-02-05,@waitbutwhy !,6905,positive
2022-02-05,@engineers_feed All these different standards for electricity are a tax on humanity,14680,positive
2022-02-05,@farty_mcpoops @Olivier_Lambert @TheRealKeean Gavin is kinda badass in this vid,1774,positive
2022-02-05,@Ali_Tesla585 @teslaownersSV @TheRealKeean Only very high resolution radar is relevant,2512,positive
2022-02-05,"@teslaownersSV @TheRealKeean We have to solve a huge part of AI just to make cars drive themselves.   In retrospect, it was inevitable. The road system is designed for cameras (eyes) &amp; neural nets (brains).",3997,positive
2022-02-05,@TheRealKeean Double-standard?,39818,positive
2022-02-05,@TheRealKeean  https://t.co/ok0BmaoapC,34054,positive
2022-02-05,@TheRealKeean It’s not my money  https://t.co/IKRxhGo8wS,97958,negative
2022-02-04,@Tesmanian_com A bigger win than it may seem,14788,negative
2022-02-04,@co_tesla 💯,21909,positive
2022-02-04,@WholeMarsBlog 😢,7084,negative
2022-02-04,@RGVaerialphotos Yes,8597,positive
2022-02-04,@SirineAti Thursday next week at 8pm Texas time,10852,positive
2022-02-04,"@SirineAti Starship aspires to be the first fully reusable orbital launch vehicle, the holy grail of rocketry.   This is the critical breakthrough needed to make life multiplanetary.",4485,negative
2022-02-04,@GregWAutry And all the forms of life on Earth,2940,positive
2022-02-04,@GregWAutry Becoming multiplanetary is essential to extending dramatically the probable lifespan of civilization,6620,positive
2022-02-04,@SirineAti Starship is in a different league. Orders of magnitude more mass to orbit than Falcon. Necessary for creating a self-sustaining city on Mars.,4089,positive
2022-02-04,"If things go well, Falcon will launch about once a week on average in 2022, delivering ~2/3 of all Earth payload to orbit",39873,positive
2022-02-04,@GailAlfarATX @Tesla Tesla is working hard to provide more Megapacks for grid stabilization,7401,negative
2022-02-04,Congrats SpaceX Falcon team!,76197,positive
2022-02-04,@teslaownersSV Exactly. The terminology is anachronistic.,11196,positive
2022-02-03,"@pmarca Who controls the memes, Controls the universe.",37563,positive
2022-02-03,@SawyerMerritt Sigh,10603,negative
2022-02-02,@arctechinc High latitudes are operational probably this summer,2919,positive
2022-02-02,@TheBabylonBee Haha seriously,18133,negative
2022-02-02,"SpaceX standard antenna production rises rapidly this year, so those with orders shouldn’t have to wait long.  Note, Starlink can only support a limited number of users in an area, so best to order early.",17980,positive
2022-02-02,@engineers_feed 💯,9139,positive
2022-02-02,@MinimalDuck @Tesla @Gfilche @WholeMarsBlog Tunnels …,5842,negative
2022-02-02,"Exciting progress at Starbase, Texas!",161050,positive
2022-02-02,"@SpaceXFan97 @alexmd2 @SpaceX 320 bar is achievable, maybe even 330",5590,negative
2022-02-02,This is twice the area of our standard phased array with broader scan angle,23901,positive
2022-02-02,@Erdayastronaut Thanks for letting me know. Will be fixed soon.,6925,positive
2022-02-02,@russ1mitchell Thanks for the deep belly laugh 🤣🤣,7723,positive
2022-02-02,Starlink high performance antenna  https://t.co/83kIQSNV3l,51556,negative
2022-02-02,"@NoahWebb_ @WholeMarsBlog @tkrisher Will begin limited rollout to Canada this month. Safety is paramount, so we have to confirm no significant issues, given slightly different road rules.",3794,positive
2022-02-02,"@WholeMarsBlog @tkrisher He’s actually a lobbyist, not a journalist. There are many who pose as the latter while behaving like the former. No integrity.  Indeed, there were no safety issues. The car simply slowed to ~2 mph &amp; continued forward if clear view with no cars or pedestrians.",5250,positive
2022-02-01,@TeslaOwnersUK Yes,6023,positive
2022-02-01,@ClumsyWinks @Halo Same,1429,positive
2022-02-01,@archillect Dragon hover test,13013,positive
2022-02-01,@Erdayastronaut Will upload some videos tomorrow,21381,positive
2022-02-01,@Halo Harbinger battle on L is tough,6742,positive
2022-02-01,"@WholeMarsBlog Tesla is as much a software company as it is a hardware company, both in car and in factory. This is not widely understood.",9177,negative
2022-02-01,"@WholeMarsBlog Tesla has great respect for software engineering, they do not",6097,positive
2022-02-01,@GerberKawasaki @Tesla @joerogan …,4937,positive
2022-02-01,"@SpaceX 16 story tall rocket, traveling several times faster than a bullet, backflips &amp; fires engines to return to launch site",50526,positive
2022-02-01,Denmark just ended Covid restrictions   https://t.co/tg12nar2CJ,193485,negative
2022-02-01,@TheBabylonBee 🤣🤣,12629,positive
2022-01-31,"@GailAlfarATX They’ve been writing bogus articles about Tesla (and me) for years. In the end, it is their own credibility that suffers.",7635,positive
2022-01-31,@lexfridman  https://t.co/HTxJtqvZCd,50158,positive
2022-01-31,"@heydave7 Dave, I know you’re a fan, but this is a silly question. I don’t drive programs because I want to, but because I have to.",10680,positive
2022-01-31, https://t.co/dFwIuBVcD0,204352,positive
2022-01-31,Halo Infinite campaign is good,265379,negative
2022-01-31,"@heydave7 I’m driving this program personally, as is the case for almost all new programs",17181,positive
2022-01-31,@WSJ  https://t.co/TowWorRqW9,37630,positive
2022-01-31,"For reasons unknown, @potus is unable to say the word “Tesla”",98484,negative
2022-01-30,"@aginnt If the government had the mandate of the people, there would be a significant counter-protest. There is not, therefore they do not.",22630,negative
2022-01-30,@GailAlfarATX @POTUS @Tesla @JohnnaCrider1 @SawyerMerritt @WholeMarsBlog @teslaownersSV @TeslaOwnersEBay @Kristennetten @live_munro @BillyM2k @Grimezsz 🔥🔥,9237,positive
2022-01-30,@WSJ How many gene sequence changes to Covid-19 before it isn’t “Covid-19” anymore? OG Covid-19 ended a long time ago.,18015,negative
2022-01-30,@aginnt Protesting in a Canadian winter shows real commitment!,29420,negative
2022-01-30,@aginnt It would appear that the so-called “fringe minority” is actually the government,80305,negative
2022-01-30,So many Hitlers!  https://t.co/52sUuPcB93,255978,positive
2022-01-30,@EuropeSpace360 @ArianeGroup A step in the right direction,4157,positive
2022-01-30,@CNBCClosingBell @SaraEisen @BrianDeeseNEC Great interviewer!,12844,positive
2022-01-30, https://t.co/QEwmhecTmE,324341,positive
2022-01-30,"@Liv_Boeree If Canadian government is suppressing peaceful protests, that‘s where fascism lies &amp; cartoonist is just a shill  https://t.co/hcV7Akn0Jt",7323,negative
2022-01-30,@WholeMarsBlog Yup,6335,positive
2022-01-30, https://t.co/wTIHLyVkYw,398533,positive
2022-01-30,"@WholeMarsBlog Now that the big automotive advertisers are making EVs, you will see far fewer articles about EVs catching on fire.   It is not surprising that internal combustion engine cars have a tendency to combust externally too.",17183,positive
2022-01-30,Just rewatched True Romance ♥️,113421,negative
2022-01-30,@karpathy The ratio of machine to human compute skyrockets,8337,positive
2022-01-30,@heydave7 True,7216,positive
2022-01-29,@jordanbpeterson Voters should call their elected politicians now to make it clear how they feel,17609,negative
2022-01-29,Lie back and think of Mars,207388,positive
2022-01-29,@PPathole @SpaceX We need serious tonnage to Mars,9916,negative
2022-01-29, https://t.co/ryK36jvxNx,221559,positive
2022-01-29,The Universe is a Hydrogen Sonata,126733,positive
2022-01-29,@Austen There are many faux 🦄,9760,positive
2022-01-29,@SawyerMerritt It has been a very long road,12783,positive
2022-01-29,@DineshDSouza Interesting ideas,69662,positive
2022-01-29,@Teslaconomics @stevenmarkryan There will only be EVs in the future,6122,positive
2022-01-28,@Tesmanian_com Excited for future of solar at Tesla!,13635,positive
2022-01-28,@stevenmarkryan Tesla will support FSD licensing by other manufacturers,6737,positive
2022-01-28,"Disney in the streets, Euphoria in the sheets   https://t.co/BPf9Bh23mv",46810,negative
2022-01-28,@archillect I have one,37931,positive
2022-01-28,"@stevenmarkryan Given how hard insanely FSD is, I think it may take 5 years or more before any company besides Tesla solves it",9667,positive
2022-01-28,@StockSwingAlert @cybrtrkguy I have a feeling that the gerrymandering will not work as well as they think,12178,negative
2022-01-28,And in the darkness bind them,204510,positive
2022-01-28,"@guper777 Honestly, I would let the border regions vote. Let the people there actually decide.",4885,positive
2022-01-28,@cybrtrkguy Vote them out,72734,positive
2022-01-28,"If you scare people enough, they will demand removal of freedom. This is the path to tyranny.",566001,negative
2022-01-28,Seems odd that the UN still hasn’t released 2020 world death rates,274596,negative
2022-01-28,@jayvasdigital Freedom is being stripped away one piece at a time until it is gone,66518,negative
2022-01-28,"@LimitingThe @baglino Manganese also requires less lithium, as it operates at higher voltage",2619,positive
2022-01-28,@LimitingThe @baglino Just that manganese is an alternative to iron &amp; phosphorus for scaling cathode production to several TWh/year,3297,positive
2022-01-28,@incentives101 @ICRicardoLara Exactly,4426,positive
2022-01-28,@ICRicardoLara Your policies are directly responsible for the outrageously high insurance premiums paid by Californians,6407,negative
2022-01-28,@ICRicardoLara You should be voted out of office,7361,positive
2022-01-28,CB radios are free from govt/media control,119434,positive
2022-01-28,@RenataKonkoly @POTUS 🤣,7845,positive
2022-01-28,@EmmetPeppers Exactly,8685,positive
2022-01-27,@MemesOfMars @disclosetv 👍,4905,positive
2022-01-27,@PeterAttiaMD 💯,4163,positive
2022-01-27,@disclosetv I am in awe of Sweden,11334,negative
2022-01-27,Canadian truckers rule,441323,negative
2022-01-27,@kimpaquette Biden is treating the American public like fools,33753,negative
2022-01-27,@dogeofficialceo @EvaFoxU @POTUS 🤣,10052,positive
2022-01-27,@EvaFoxU @POTUS Biden is a damp 🧦 puppet in human form,56750,positive
2022-01-27,@PPathole I might have made it too pointy!,5055,positive
2022-01-27,@POTUS Starts with a T Ends with an A ESL in the middle,87018,negative
2022-01-27,Je m’aple syrup,162185,negative
2022-01-27,"@WholeMarsBlog They’re being driven around in limousines, so they can’t grok it",9429,negative
2022-01-27,"@TashaARK Sounds about right for autonomous cars.  Optimus will greatly exceed this. The economy will be as big as people want it to be.   There will be no scarcity, except that which is artificially created.",5273,positive
2022-01-27,@Gfilche @Tesla ♥️,18731,positive
2022-01-26,@WholeMarsBlog They appear to have some room for improvement,20072,positive
2022-01-26,@wonderofscience  https://t.co/qFc6vxeFFl,5246,positive
2022-01-26,@karpathy 💯,7548,positive
2022-01-26,@alex_avoigt 🤣,10133,positive
2022-01-26,Been driving latest Cybertruck prototype around Giga Texas. It’s awesome!,228613,positive
2022-01-26,@GailAlfarATX I have trouble understanding any other motivations tbh,6630,negative
2022-01-25,@BillyM2k Nice,17106,positive
2022-01-25,@BillyM2k It’s like he could see the future!,20193,positive
2022-01-25, https://t.co/iLfCWdi0Lb,496419,positive
2022-01-25,I will eat a happy meal on tv if @McDonalds accepts Dogecoin,422498,positive
2022-01-25,@MarcusHouse @technology This is a matter of much internal debate,3502,positive
2022-01-25,@technology Our biggest limitation with Fremont is convincing enough associates to build cars when they have so many other job opportunities in the Bay Area!   Thanks again Tesla team for doing the hard work of building real products that people love ♥️,4376,positive
2022-01-25, https://t.co/ReDlSVLcl7,390528,positive
2022-01-25, https://t.co/gT0jq8Z6iH,283174,positive
2022-01-25,@skorusARK I sense a trend,19477,positive
2022-01-21,@business Great wisdom,8299,positive
2022-01-21,Twitter is spending engineering resources on this bs while crypto scammers are throwing a spambot block party in every thread!?,149078,negative
2022-01-21,@NutaIie 🤣,11151,positive
2022-01-21,This is annoying  https://t.co/KAkDl29CTX,220570,negative
2022-01-21,"@WholeMarsBlog @Reuters This is a hard thing for us to do right now, as we don’t have enough satellites with laser links and there are already geo sats that serve the Tonga region. That is why I’m asking for clear confirmation.",7532,positive
2022-01-21,"@matthew_kerle @WholeMarsBlog @CodingMark Yeah, this saves a whole tap. Just swipe down for auto navigate.",2185,positive
2022-01-21,@Reuters Could people from Tonga let us know if it is important for SpaceX to send over Starlink terminals?,27497,positive
2022-01-21,@thetweethaver wtf,5688,negative
2022-01-21,@teslaownersSV An SUV that is faster than a Formula 1 race car  https://t.co/43YJpFDGpf,6717,positive
2022-01-21,@Rainmaker1973 @supriyasahuias Baby X is just like this haha,19027,positive
2022-01-21,@Nitzao @bevedoni Most people have no idea,4715,positive
2022-01-20,@BLKMDL3 Yeah,22083,positive
2022-01-20,Maybe something like this  https://t.co/PUBLdaewt8,88384,positive
2022-01-20, https://t.co/rTlxHR4zi1,329909,positive
2022-01-20,Frank &amp; Beans  https://t.co/xJfuW6HKs4,69209,negative
2022-01-20,@blueskykites @Grimezsz @WholeMarsBlog @SpaceXMR @musky_meme @CovelloMassimo @SpaceX @Kristennetten @EliBurton_ @Erdayastronaut @28delayslater @TeslaAndDoge @bevedoni @TeslaHype @OwenSparks_ @RationalEtienne It’s true – I do think a lot about rocket engine chamber pressure ahaha,17798,positive
2022-01-19,@hiromichimizuno Same,6327,positive
2022-01-19,@sdteslaowners @Alandbru Ok,3090,positive
2022-01-19,@nichegamer But is he playing it on Legendary difficulty?,8471,negative
2022-01-19,@stevenmarkryan Will do our best. Decentralized control of the robots will be critical.,7080,positive
2022-01-19,@WholeMarsBlog @RealDanODowd Sheer luck,5241,positive
2022-01-19,@AdamSinger I hear versions of this often irl,3327,negative
